Java HotSpot(TM) 64-Bit Server VM (25.131-b11) for linux-amd64 JRE (1.8.0_131-b11), built on Mar 15 2017 01:23:40 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
Memory: 4k page, physical 196649796k(194426148k free), swap 3905532k(3905532k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=187272527872 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseParallelGC 
2021-03-30T19:12:47.614+0200: 1.268: [GC (Metadata GC Threshold) [PSYoungGen: 404762K->37611K(611840K)] 404762K->37699K(2010112K), 0.0413109 secs] [Times: user=0.93 sys=0.02, real=0.04 secs] 
2021-03-30T19:12:47.655+0200: 1.309: [Full GC (Metadata GC Threshold) [PSYoungGen: 37611K->0K(611840K)] [ParOldGen: 88K->36131K(754688K)] 37699K->36131K(1366528K), [Metaspace: 20779K->20779K(22528K)], 0.0240287 secs] [Times: user=0.34 sys=0.02, real=0.03 secs] 
2021-03-30T19:12:49.464+0200: 3.118: [GC (Metadata GC Threshold) [PSYoungGen: 439305K->82344K(893952K)] 475436K->118483K(1648640K), 0.0232290 secs] [Times: user=0.47 sys=0.04, real=0.02 secs] 
2021-03-30T19:12:49.488+0200: 3.141: [Full GC (Metadata GC Threshold) [PSYoungGen: 82344K->0K(893952K)] [ParOldGen: 36139K->105384K(1188864K)] 118483K->105384K(2082816K), [Metaspace: 34812K->34690K(36864K)], 0.0504458 secs] [Times: user=0.79 sys=0.10, real=0.06 secs] 
2021-03-30T19:12:51.233+0200: 4.886: [GC (Allocation Failure) [PSYoungGen: 811520K->72386K(1132032K)] 916904K->177779K(2320896K), 0.0705434 secs] [Times: user=2.13 sys=0.04, real=0.07 secs] 
2021-03-30T19:12:51.651+0200: 5.304: [GC (Allocation Failure) [PSYoungGen: 1117378K->87036K(1345024K)] 1222771K->273493K(2533888K), 0.0279641 secs] [Times: user=0.58 sys=0.56, real=0.03 secs] 
2021-03-30T19:12:54.684+0200: 8.337: [GC (Allocation Failure) [PSYoungGen: 1345020K->87027K(1345024K)] 1531477K->388770K(2533888K), 0.0330109 secs] [Times: user=0.83 sys=0.11, real=0.04 secs] 
2021-03-30T19:12:56.678+0200: 10.331: [GC (Allocation Failure) [PSYoungGen: 1345011K->231907K(2167808K)] 1646754K->550329K(3356672K), 0.0202518 secs] [Times: user=0.24 sys=0.30, real=0.02 secs] 
