Java HotSpot(TM) 64-Bit Server VM (25.131-b11) for linux-amd64 JRE (1.8.0_131-b11), built on Mar 15 2017 01:23:40 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
Memory: 4k page, physical 196649792k(194427384k free), swap 3905532k(3905532k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=187272527872 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseParallelGC 
2021-03-30T19:12:47.597+0200: 1.255: [GC (Metadata GC Threshold) [PSYoungGen: 404765K->37664K(611840K)] 404765K->37752K(2010112K), 0.0234856 secs] [Times: user=0.41 sys=0.01, real=0.02 secs] 
2021-03-30T19:12:47.621+0200: 1.279: [Full GC (Metadata GC Threshold) [PSYoungGen: 37664K->0K(611840K)] [ParOldGen: 88K->36131K(867840K)] 37752K->36131K(1479680K), [Metaspace: 20779K->20779K(22528K)], 0.0325497 secs] [Times: user=0.62 sys=0.02, real=0.04 secs] 
2021-03-30T19:12:49.463+0200: 3.121: [GC (Metadata GC Threshold) [PSYoungGen: 461949K->82405K(848896K)] 498080K->118544K(1716736K), 0.0468819 secs] [Times: user=1.25 sys=0.03, real=0.05 secs] 
2021-03-30T19:12:49.510+0200: 3.168: [Full GC (Metadata GC Threshold) [PSYoungGen: 82405K->0K(848896K)] [ParOldGen: 36139K->105465K(1394176K)] 118544K->105465K(2243072K), [Metaspace: 34828K->34690K(36864K)], 0.0518711 secs] [Times: user=0.86 sys=0.10, real=0.05 secs] 
2021-03-30T19:12:51.224+0200: 4.883: [GC (Allocation Failure) [PSYoungGen: 766464K->87022K(1132032K)] 871929K->193830K(2526208K), 0.0579034 secs] [Times: user=1.64 sys=0.05, real=0.06 secs] 
2021-03-30T19:12:51.647+0200: 5.305: [GC (Allocation Failure) [PSYoungGen: 1132014K->87038K(1230848K)] 1238822K->305835K(2625024K), 0.0296979 secs] [Times: user=0.66 sys=0.34, real=0.03 secs] 
2021-03-30T19:12:54.559+0200: 8.217: [GC (Allocation Failure) [PSYoungGen: 1230846K->87024K(1230848K)] 1449643K->365448K(2625024K), 0.0440876 secs] [Times: user=1.37 sys=0.04, real=0.05 secs] 
2021-03-30T19:12:56.438+0200: 10.096: [GC (Allocation Failure) [PSYoungGen: 1230832K->215538K(1909248K)] 1509256K->559570K(3303424K), 0.0677967 secs] [Times: user=1.33 sys=0.64, real=0.07 secs] 
2021-03-30T19:13:00.224+0200: 13.882: [GC (Allocation Failure) [PSYoungGen: 1909234K->294911K(1988608K)] 2253266K->758142K(3382784K), 0.0450492 secs] [Times: user=0.51 sys=1.19, real=0.05 secs] 
2021-03-30T19:13:02.251+0200: 15.909: [GC (Allocation Failure) [PSYoungGen: 1988607K->411126K(2850304K)] 2451838K->989753K(4244480K), 0.0489962 secs] [Times: user=0.29 sys=1.55, real=0.04 secs] 
2021-03-30T19:13:04.769+0200: 18.427: [GC (Allocation Failure) [PSYoungGen: 2850294K->536033K(2975232K)] 3428921K->1386363K(4369408K), 0.0874999 secs] [Times: user=0.61 sys=3.02, real=0.08 secs] 
2021-03-30T19:13:08.176+0200: 21.834: [GC (Allocation Failure) [PSYoungGen: 2975201K->738793K(3709952K)] 3825531K->1886819K(5104128K), 0.0971030 secs] [Times: user=0.45 sys=3.38, real=0.10 secs] 
2021-03-30T19:13:08.273+0200: 21.931: [Full GC (Ergonomics) [PSYoungGen: 738793K->380446K(3709952K)] [ParOldGen: 1148026K->1394110K(3301376K)] 1886819K->1774557K(7011328K), [Metaspace: 39771K->39591K(40960K)], 0.1719228 secs] [Times: user=3.58 sys=1.32, real=0.17 secs] 
2021-03-30T19:13:11.930+0200: 25.589: [GC (Allocation Failure) [PSYoungGen: 3351582K->573322K(3943424K)] 4745693K->2351092K(7244800K), 0.0717274 secs] [Times: user=0.71 sys=1.37, real=0.07 secs] 
2021-03-30T19:13:15.472+0200: 29.130: [GC (Allocation Failure) [PSYoungGen: 3544458K->267177K(4848640K)] 5322228K->2543503K(8150016K), 0.0798570 secs] [Times: user=0.44 sys=2.62, real=0.08 secs] 
2021-03-30T19:13:19.565+0200: 33.223: [GC (Allocation Failure) [PSYoungGen: 4224937K->442217K(4905984K)] 6501263K->2954156K(8207360K), 0.0533246 secs] [Times: user=1.01 sys=0.81, real=0.05 secs] 
2021-03-30T19:13:23.817+0200: 37.475: [GC (Allocation Failure) [PSYoungGen: 4399977K->533991K(6088192K)] 6911916K->3426515K(9389568K), 0.0841817 secs] [Times: user=0.83 sys=2.52, real=0.09 secs] 
2021-03-30T19:13:23.901+0200: 37.559: [Full GC (Ergonomics) [PSYoungGen: 533991K->45279K(6088192K)] [ParOldGen: 2892524K->3301081K(5929984K)] 3426515K->3346361K(12018176K), [Metaspace: 50745K->50086K(53248K)], 0.4275539 secs] [Times: user=11.92 sys=2.60, real=0.42 secs] 
2021-03-30T19:13:30.007+0200: 43.665: [GC (Allocation Failure) [PSYoungGen: 5224159K->664796K(6100480K)] 8525241K->4010818K(12030464K), 0.0967637 secs] [Times: user=0.49 sys=3.32, real=0.10 secs] 
2021-03-30T19:13:36.798+0200: 50.456: [GC (Allocation Failure) [PSYoungGen: 5843676K->714242K(7576064K)] 9189698K->4647973K(13506048K), 0.1141084 secs] [Times: user=0.96 sys=3.72, real=0.12 secs] 
2021-03-30T19:13:45.160+0200: 58.818: [GC (Allocation Failure) [PSYoungGen: 7320578K->1023971K(7630336K)] 11254309K->5555509K(13560320K), 0.2110406 secs] [Times: user=0.68 sys=8.09, real=0.22 secs] 
2021-03-30T19:13:53.396+0200: 67.054: [GC (Allocation Failure) [PSYoungGen: 7630307K->1025696K(9200640K)] 12161845K->6462038K(15130624K), 0.1454004 secs] [Times: user=1.53 sys=3.48, real=0.15 secs] 
2021-03-30T19:13:53.542+0200: 67.200: [Full GC (Ergonomics) [PSYoungGen: 1025696K->0K(9200640K)] [ParOldGen: 5436342K->5051977K(8491520K)] 6462038K->5051977K(17692160K), [Metaspace: 50469K->50469K(53248K)], 0.3260523 secs] [Times: user=7.36 sys=2.56, real=0.32 secs] 
2021-03-30T19:14:03.033+0200: 76.691: [GC (Allocation Failure) [PSYoungGen: 7800320K->1004133K(9287168K)] 12852297K->6056111K(17778688K), 0.0773606 secs] [Times: user=0.90 sys=2.05, real=0.08 secs] 
2021-03-30T19:14:11.599+0200: 85.257: [GC (Allocation Failure) [PSYoungGen: 8804453K->1544686K(10426368K)] 13856431K->6975780K(18917888K), 0.1998126 secs] [Times: user=1.70 sys=6.65, real=0.20 secs] 
2021-03-30T19:14:22.840+0200: 96.498: [GC (Allocation Failure) [PSYoungGen: 10426350K->1926124K(10807808K)] 15857444K->8285980K(19299328K), 0.1991025 secs] [Times: user=2.50 sys=5.70, real=0.20 secs] 
2021-03-30T19:14:33.890+0200: 107.548: [GC (Allocation Failure) [PSYoungGen: 10807788K->1368698K(13210112K)] 17167644K->9452716K(21701632K), 0.2835757 secs] [Times: user=1.91 sys=10.03, real=0.28 secs] 
2021-03-30T19:14:34.173+0200: 107.832: [Full GC (Ergonomics) [PSYoungGen: 1368698K->0K(13210112K)] [ParOldGen: 8084018K->5273705K(9726976K)] 9452716K->5273705K(22937088K), [Metaspace: 50764K->50764K(53248K)], 0.4408001 secs] [Times: user=8.35 sys=3.23, real=0.44 secs] 
2021-03-30T19:14:47.789+0200: 121.447: [GC (Allocation Failure) [PSYoungGen: 10630656K->1020897K(13192704K)] 15904361K->6294611K(22919680K), 0.0434605 secs] [Times: user=1.47 sys=0.01, real=0.04 secs] 
2021-03-30T19:15:01.033+0200: 134.692: [GC (Allocation Failure) [PSYoungGen: 11651553K->1389596K(14998016K)] 16925267K->7554330K(24724992K), 0.1799562 secs] [Times: user=1.39 sys=6.03, real=0.18 secs] 
2021-03-30T19:15:28.906+0200: 162.564: [GC (Allocation Failure) [PSYoungGen: 14025244K->2405354K(15041024K)] 20189978K->9400615K(24768000K), 0.1964731 secs] [Times: user=3.84 sys=4.16, real=0.20 secs] 
2021-03-30T19:15:48.517+0200: 182.175: [GC (Allocation Failure) [PSYoungGen: 15041002K->1948895K(17294336K)] 22036263K->10745316K(27021312K), 0.2614480 secs] [Times: user=2.20 sys=8.70, real=0.26 secs] 
2021-03-30T19:15:48.778+0200: 182.437: [Full GC (Ergonomics) [PSYoungGen: 1948895K->0K(17294336K)] [ParOldGen: 8796420K->3932735K(9285120K)] 10745316K->3932735K(26579456K), [Metaspace: 51060K->51060K(53248K)], 0.3497342 secs] [Times: user=6.40 sys=2.14, real=0.35 secs] 
2021-03-30T19:16:07.145+0200: 200.803: [GC (Allocation Failure) [PSYoungGen: 14218240K->2102127K(17362432K)] 18150975K->6034871K(26647552K), 0.0733557 secs] [Times: user=2.65 sys=0.12, real=0.07 secs] 
2021-03-30T19:16:24.830+0200: 218.488: [GC (Allocation Failure) [PSYoungGen: 16320367K->3244530K(18403840K)] 20253111K->8344243K(27688960K), 0.4374472 secs] [Times: user=3.07 sys=15.30, real=0.43 secs] 
2021-03-30T19:16:42.920+0200: 236.578: [GC (Allocation Failure) [PSYoungGen: 18403826K->4057413K(19328000K)] 23503539K->9954403K(28613120K), 0.2210300 secs] [Times: user=4.92 sys=4.16, real=0.23 secs] 
2021-03-30T19:17:16.811+0200: 270.469: [GC (Allocation Failure) [PSYoungGen: 19216709K->2497492K(21797888K)] 25113699K->8569841K(31083008K), 0.2791319 secs] [Times: user=1.66 sys=9.83, real=0.28 secs] 
2021-03-30T19:17:56.126+0200: 309.784: [GC (Allocation Failure) [PSYoungGen: 19790804K->1994179K(21999616K)] 25863153K->8066528K(31284736K), 0.0885664 secs] [Times: user=3.24 sys=0.00, real=0.09 secs] 
2021-03-30T19:18:27.339+0200: 340.997: [GC (Allocation Failure) [PSYoungGen: 19287491K->3199031K(23675904K)] 25359840K->9271380K(32961024K), 0.2960450 secs] [Times: user=3.46 sys=8.65, real=0.30 secs] 
2021-03-30T19:18:48.796+0200: 362.454: [GC (Allocation Failure) [PSYoungGen: 22435895K->4637182K(23874048K)] 28508244K->11315204K(33159168K), 0.1604305 secs] [Times: user=5.94 sys=0.00, real=0.16 secs] 
2021-03-30T19:19:07.121+0200: 380.780: [GC (Allocation Failure) [PSYoungGen: 23874046K->5539312K(25377280K)] 30552068K->13471503K(34662400K), 0.6226145 secs] [Times: user=4.87 sys=21.32, real=0.62 secs] 
2021-03-30T19:19:07.744+0200: 381.402: [Full GC (Ergonomics) [PSYoungGen: 5539312K->0K(25377280K)] [ParOldGen: 7932190K->6602231K(12305408K)] 13471503K->6602231K(37682688K), [Metaspace: 51171K->51171K(53248K)], 0.7917463 secs] [Times: user=13.48 sys=3.74, real=0.79 secs] 
2021-03-30T19:19:26.830+0200: 400.488: [GC (Allocation Failure) [PSYoungGen: 19837952K->2535425K(26678784K)] 26440183K->9137657K(38984192K), 0.0987003 secs] [Times: user=2.97 sys=0.00, real=0.10 secs] 
2021-03-30T19:19:49.376+0200: 423.035: [GC (Allocation Failure) [PSYoungGen: 22373377K->5503294K(28320256K)] 28975609K->12105526K(40625664K), 0.3554371 secs] [Times: user=4.56 sys=9.35, real=0.36 secs] 
2021-03-30T19:20:18.214+0200: 451.872: [GC (Allocation Failure) [PSYoungGen: 27322174K->2440124K(28939776K)] 33924406K->11123820K(41245184K), 0.1492480 secs] [Times: user=5.87 sys=0.00, real=0.15 secs] 
2021-03-30T19:20:44.829+0200: 478.487: [GC (Allocation Failure) [PSYoungGen: 24259004K->3034998K(30479360K)] 32942700K->13236582K(42784768K), 0.2475398 secs] [Times: user=4.06 sys=6.19, real=0.24 secs] 
2021-03-30T19:20:45.077+0200: 478.735: [Full GC (Ergonomics) [PSYoungGen: 3034998K->0K(30479360K)] [ParOldGen: 10201584K->4623260K(11319296K)] 13236582K->4623260K(41798656K), [Metaspace: 51192K->51192K(53248K)], 0.4373194 secs] [Times: user=8.44 sys=2.41, real=0.44 secs] 
2021-03-30T19:21:13.409+0200: 507.067: [GC (Allocation Failure) [PSYoungGen: 24466944K->4236240K(30920704K)] 29090204K->8859500K(42240000K), 0.1369108 secs] [Times: user=5.11 sys=0.01, real=0.14 secs] 
2021-03-30T19:21:46.024+0200: 539.682: [GC (Allocation Failure) [PSYoungGen: 28703184K->3483940K(33744896K)] 33326444K->10194864K(45064192K), 0.3755754 secs] [Times: user=2.87 sys=12.31, real=0.37 secs] 
2021-03-30T19:22:20.982+0200: 574.640: [GC (Allocation Failure) [PSYoungGen: 31025444K->3622894K(33877504K)] 37736368K->11698070K(45196800K), 0.1620604 secs] [Times: user=6.37 sys=0.00, real=0.16 secs] 
2021-03-30T19:22:55.508+0200: 609.166: [GC (Allocation Failure) [PSYoungGen: 31164398K->5118923K(36150272K)] 39239574K->13194099K(47469568K), 0.5228856 secs] [Times: user=2.82 sys=16.59, real=0.53 secs] 
2021-03-30T19:23:34.768+0200: 648.426: [GC (Allocation Failure) [PSYoungGen: 35087819K->4753647K(36553216K)] 43162995K->13106502K(47872512K), 0.1690200 secs] [Times: user=6.57 sys=0.01, real=0.17 secs] 
2021-03-30T19:24:08.090+0200: 681.748: [GC (Allocation Failure) [PSYoungGen: 34722543K->6082385K(39223808K)] 43075398K->14435240K(50543104K), 0.5497156 secs] [Times: user=4.50 sys=18.05, real=0.54 secs] 
2021-03-30T19:25:00.955+0200: 734.613: [GC (Allocation Failure) [PSYoungGen: 38545745K->2672356K(39838208K)] 46898600K->11096839K(51157504K), 0.1130935 secs] [Times: user=4.19 sys=0.00, real=0.11 secs] 
